point_index,x,y,z,x_D,y_D,z_D,nut,nutEq_true,nut_pred,delta_nut_true,delta_nut_pred,delta_error,relative_error,ID,ax,theta,z_original,ax_d,z_d
125853,1582.0,8.881784e-16,869.2222,12.555555,7.0490355e-18,6.898589,33.31605,1.1481626,-1.3307648,-32.16789,-34.646816,-2.4789276,0.07706218,1,1587.0,-1.5707963267948966,869.2222,12.595238095238095,6.898589
125854,1526.0,-8.881784e-16,869.22253,12.111111,-7.0490355e-18,6.8985915,33.30861,1.1959974,-1.3495064,-32.11261,-34.658115,-2.5455055,0.0792681,1,1531.0,-1.5707963267948966,869.22253,12.15079365079365,6.8985915
125855,1498.0,-8.881784e-16,869.22253,11.888889,-7.0490355e-18,6.8985915,33.295986,1.22648,-1.3597183,-32.069508,-34.655704,-2.586197,0.08064349,1,1503.0,-1.5707963267948966,869.22253,11.928571428571429,6.8985915
125856,1470.0,8.881784e-16,869.222,11.666667,7.0490355e-18,6.898587,33.278614,1.2553186,-1.3704224,-32.023296,-34.649036,-2.62574,0.08199468,1,1475.0,-1.5707963267948966,869.222,11.706349206349206,6.898587
125857,1554.0,-8.881784e-16,896.978,12.333333,-7.0490355e-18,7.118873,33.273922,1.1866971,-1.5344887,-32.087223,-34.80841,-2.7211876,0.08480596,1,1559.0,-1.5707963267948966,896.978,12.373015873015873,7.118873
125858,1582.0,1.7763568e-15,896.97784,12.555555,1.4098071e-17,7.1188717,33.27449,1.0914268,-1.524498,-32.183064,-34.79899,-2.6159248,0.08128265,1,1587.0,-1.5707963267948966,896.97784,12.595238095238095,7.1188717
125859,1526.0,0.0,896.978,12.111111,0.0,7.118873,33.267807,1.2848715,-1.545021,-31.982935,-34.812828,-2.829893,0.088481344,1,1531.0,-1.5707963267948966,896.978,12.15079365079365,7.118873
125860,1498.0,0.0,896.978,11.888889,0.0,7.118873,33.25558,1.3722703,-1.556179,-31.88331,-34.81176,-2.9284496,0.091848984,1,1503.0,-1.5707963267948966,896.978,11.928571428571429,7.118873
125861,1470.0,0.0,896.9776,11.666667,0.0,7.11887,33.238605,1.4274802,-1.5678253,-31.811125,-34.80643,-2.995306,0.094159074,1,1475.0,-1.5707963267948966,896.9776,11.706349206349206,7.11887
125864,1526.0,-8.881784e-16,924.7335,12.111111,-7.0490355e-18,7.3391547,33.665188,1.0702672,-1.6851273,-32.59492,-35.350315,-2.755394,0.08453446,1,1531.0,-1.5707963267948966,924.7335,12.15079365079365,7.3391547
125865,1498.0,-8.881784e-16,924.7335,11.888889,-7.0490355e-18,7.3391547,33.667572,1.1337478,-1.69524,-32.533825,-35.362812,-2.8289871,0.08695526,1,1503.0,-1.5707963267948966,924.7335,11.928571428571429,7.3391547
125866,1470.0,2.6645353e-15,924.7332,11.666667,2.1147106e-17,7.3391523,33.66995,1.1676624,-1.7053833,-32.502285,-35.37533,-2.8730469,0.08839523,1,1475.0,-1.5707963267948966,924.7332,11.706349206349206,7.3391523
125882,1862.0,-8.881784e-16,813.7016,14.777778,-7.0490355e-18,6.457949,32.05189,1.1404675,-0.9769287,-30.911425,-33.02882,-2.1173954,0.0684988,1,1867.0,-1.5707963267948966,813.7016,14.817460317460318,6.457949
125883,1890.0,-8.881784e-16,813.70197,15.0,-7.0490355e-18,6.457952,32.04586,1.0806918,-0.96860886,-30.965168,-33.01447,-2.0493011,0.06618085,1,1895.0,-1.5707963267948966,813.70197,15.03968253968254,6.457952
125884,1834.0,-8.881784e-16,813.709,14.555555,-7.0490355e-18,6.458008,32.057384,1.1817622,-0.9850769,-30.875622,-33.04246,-2.1668396,0.07017963,1,1839.0,-1.5707963267948966,813.709,14.595238095238095,6.458008
125885,1806.0,1.7763568e-15,813.70935,14.333333,1.4098071e-17,6.4580107,32.077377,1.1918911,-0.9922638,-30.885487,-33.06964,-2.1841545,0.07071783,1,1811.0,-1.5707963267948966,813.70935,14.373015873015873,6.4580107
